name,year,expenses,degree,enrollment,level,control
University of Phoenix-Memphis Campus,2009,10922,154,6157,Four or more years,Private for-profit
University of Phoenix-Oregon Campus,2007,10899,154,6148,Four or more years,Private for-profit
University of Phoenix-South Florida Campus,2006,10886,153,6124,Four or more years,Private for-profit
University of Phoenix-Las Vegas Campus,2007,10877,153,6122,Four or more years,Private for-profit
Carrington College-Phoenix,2011,10874,148,6112,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Pittsburgh Campus,2011,10868,146,6111,Four or more years,Private for-profit
University of Phoenix-Minneapolis St Paul Campus,2013,10834,145,6081,Four or more years,Private for-profit
University of Phoenix-Pittsburgh Campus,2010,10828,143,6075,Four or more years,Private for-profit
Sanford-Brown College-St Peters,2012,10791,143,6072,Less than 2 years (below associate),Private for-profit
University of Phoenix-Pittsburgh Campus,2008,10752,141,6064,Four or more years,Private for-profit
University of Phoenix-Columbus Ohio Campus,2013,10749,139,6054,Four or more years,Private for-profit
University of Phoenix-Boston Campus,2008,10745,139,6010,Four or more years,Private for-profit
University of Phoenix-Chicago Campus,2010,10742,139,5977,Four or more years,Private for-profit
University of Phoenix-North Florida Campus,2010,10671,135,5960,Four or more years,Private for-profit
University of Phoenix-Northern Virginia Campus,2008,10666,135,5956,Four or more years,Private for-profit
University of Phoenix-Southern Arizona Campus,2006,10644,133,5944,Four or more years,Private for-profit
University of Phoenix-West Michigan Campus,2006,10640,133,5942,Four or more years,Private for-profit
University of Phoenix-Southern Colorado Campus,2008,10633,130,5922,Four or more years,Private for-profit
University of Phoenix-Chicago Campus,2009,10617,130,5917,Four or more years,Private for-profit
University of Phoenix-Oregon Campus,2006,10588,126,5875,Four or more years,Private for-profit
University of Phoenix-Phoenix Campus,2009,10578,125,5871,Four or more years,Private for-profit
University of Phoenix-Western Washington Campus,2008,10577,124,5868,Four or more years,Private for-profit
National American University-Independence,2011,10571,124,5856,Four or more years,Private for-profit
University of Phoenix-Dallas Campus,2008,10568,123,5856,Four or more years,Private for-profit
University of Phoenix-Southern Arizona Campus,2009,10561,122,5854,Four or more years,Private for-profit
Vatterott College-Berkeley,2013,10559,122,5848,Four or more years,Private for-profit
University of Phoenix-Kansas City Campus,2009,10558,118,5844,Four or more years,Private for-profit
University of Phoenix-North Florida Campus,2008,10552,115,5826,Four or more years,Private for-profit
University of Phoenix-Utah Campus,2006,10526,114,5822,Four or more years,Private for-profit
University of Phoenix-Detroit Campus,2006,10525,113,5791,Four or more years,Private for-profit
University of Phoenix-Columbus Georgia Campus,2009,10507,112,5777,Four or more years,Private for-profit
University of Phoenix-Tulsa Campus,2007,10496,112,5776,Four or more years,Private for-profit
Argosy University-Washington DC,2013,10477,112,5751,Four or more years,Private for-profit
The Art Institute of Washington-Dulles,2013,10476,112,5742,Four or more years,Private for-profit
Harris-Stowe State University,2010,10452,111,5733,Four or more years,Public
Argosy University-Washington DC,2011,10417,111,5719,Four or more years,Private for-profit
Brookline College-Phoenix,2011,10412,111,5705,Four or more years,Private for-profit
ITT Technical Institute-Arnold,2010,10392,110,5698,Four or more years,Private for-profit
ITT Technical Institute-Earth City,2009,10391,109,5698,Four or more years,Private for-profit
University of Phoenix-Springfield  Campus,2011,10374,109,5696,Four or more years,Private for-profit
University of Phoenix-Sacramento Valley Campus,2010,10356,108,5670,Four or more years,Private for-profit
University of Phoenix-Western Washington Campus,2010,10336,106,5667,Four or more years,Private for-profit
University of Phoenix-Central Florida Campus,2010,10336,105,5648,Four or more years,Private for-profit
University of Phoenix-Charlotte Campus,2010,10331,104,5619,Four or more years,Private for-profit
University of Phoenix-Kansas City Campus,2010,10319,104,5589,Four or more years,Private for-profit
University of Phoenix-Sacramento Valley Campus,2008,10316,102,5588,Four or more years,Private for-profit
University of Phoenix-Central Valley Campus,2006,10306,102,5586,Four or more years,Private for-profit
University of Phoenix-Nashville Campus,2008,10288,101,5579,Four or more years,Private for-profit
University of Phoenix-Atlanta Campus,2009,10263,100,5574,Four or more years,Private for-profit
University of Phoenix-Maryland Campus,2006,10255,100,5561,Four or more years,Private for-profit
University of Phoenix-Central Florida Campus,2006,10230,100,5541,Four or more years,Private for-profit
University of Phoenix-Las Vegas Campus,2006,10226,100,5535,Four or more years,Private for-profit
University of Phoenix-North Florida Campus,2006,10220,100,5529,Four or more years,Private for-profit
University of Phoenix-Idaho Campus,2007,10219,100,5507,Four or more years,Private for-profit
University of Phoenix-South Florida Campus,2007,10208,100,5505,Four or more years,Private for-profit
Vatterott College-Sunset Hills,2013,10207,100,5501,Four or more years,Private for-profit
Cottey College,2013,10202,100,5494,Four or more years,Private not-for-profit
Saint Louis Christian College,2009,10183,100,5492,Four or more years,Private not-for-profit
Argosy University-Phoenix,2011,10168,100,5491,Four or more years,Private for-profit
National American University-Independence,2007,10157,100,5461,Four or more years,Private for-profit
University of Phoenix-Bay Area Campus,2010,10154,100,5457,Four or more years,Private for-profit
College America-Phoenix,2013,10138,100,5448,Four or more years,Private not-for-profit
University of Phoenix-Boston Campus,2009,10135,100,5442,Four or more years,Private for-profit
University of Phoenix-Hawaii Campus,2010,10131,100,5430,Four or more years,Private for-profit
University of Phoenix-Tulsa Campus,2010,10126,99,5418,Four or more years,Private for-profit
University of Phoenix-Bay Area Campus,2008,10123,99,5416,Four or more years,Private for-profit
University of Phoenix-Atlanta Campus,2010,10118,99,5391,Four or more years,Private for-profit
University of Phoenix-Louisiana Campus,2010,10086,99,5371,Four or more years,Private for-profit
University of Phoenix-Idaho Campus,2008,10063,98,5360,Four or more years,Private for-profit
University of Phoenix-Southern Colorado Campus,2009,10034,98,5340,Four or more years,Private for-profit
University of Phoenix-Oregon Campus,2008,10027,98,5339,Four or more years,Private for-profit
University of Phoenix-Southern Colorado Campus,2006,10004,97,5334,Four or more years,Private for-profit
University of Phoenix-Sacramento Valley Campus,2009,9982,97,5331,Four or more years,Private for-profit
University of Phoenix-Central Florida Campus,2008,9974,97,5325,Four or more years,Private for-profit
University of Phoenix-Colorado Campus,2009,9938,95,5324,Four or more years,Private for-profit
University of Phoenix-Colorado Campus,2006,9904,94,5292,Four or more years,Private for-profit
University of Phoenix-West Florida Campus,2007,9902,94,5278,Four or more years,Private for-profit
International Baptist College and Seminary,2013,9900,94,5276,Four or more years,Private not-for-profit
Skyline College-Roanoke,2013,9893,94,5248,Four or more years,Private for-profit
Virginia University of Lynchburg,2013,9881,93,5243,Four or more years,Private not-for-profit
South University̢����Richmond,2012,9878,93,5229,Four or more years,Private for-profit
University of Phoenix-Indianapolis Campus,2010,9855,93,5183,Four or more years,Private for-profit
University of Phoenix-Idaho Campus,2010,9843,93,5137,Four or more years,Private for-profit
University of Phoenix-Southern California Campus,2010,9840,93,5132,Four or more years,Private for-profit
University of Phoenix-Nashville Campus,2010,9839,93,5130,Four or more years,Private for-profit
University of Phoenix-Phoenix Campus,2010,9838,93,5127,Four or more years,Private for-profit
University of Phoenix-Puerto Rico Campus,2010,9820,93,5120,Four or more years,Private for-profit
University of Phoenix-Memphis Campus,2010,9818,92,5118,Four or more years,Private for-profit
University of Phoenix-Western Washington Campus,2009,9797,92,5115,Four or more years,Private for-profit
University of Phoenix-Columbus Georgia Campus,2010,9788,92,5096,Four or more years,Private for-profit
University of Phoenix-West Florida Campus,2009,9783,92,5095,Four or more years,Private for-profit
University of Phoenix-Dallas Campus,2009,9782,92,5092,Four or more years,Private for-profit
University of Phoenix-Phoenix Campus,2008,9780,91,5088,Four or more years,Private for-profit
University of Phoenix-Tulsa Campus,2009,9762,91,5079,Four or more years,Private for-profit
Idaho State University,2008,9756,91,5072,Four or more years,Public
Missouri Tech,2012,9747,91,5057,Four or more years,Private for-profit
Boise Bible College,2011,9728,91,5049,Four or more years,Private not-for-profit
University of Phoenix-Cincinnati Campus,2010,9723,91,5027,Four or more years,Private for-profit
ITT Technical Institute-Boise,2010,9718,90,5023,Four or more years,Private for-profit
Conception Seminary College,2012,9713,89,5012,Four or more years,Private not-for-profit
Messenger College,2011,9706,89,4956,Four or more years,Private not-for-profit
Brown Mackie College-Tucson,2012,9699,89,4953,Four or more years,Private for-profit
Brown Mackie College-Tucson,2013,9692,88,4944,Four or more years,Private for-profit
University of Phoenix-West Florida Campus,2010,9680,88,4913,Four or more years,Private for-profit
University of Phoenix-Hawaii Campus,2008,9674,88,4896,Four or more years,Private for-profit
University of Phoenix-Chattanooga Campus,2011,9669,87,4894,Four or more years,Private for-profit
National American University-Independence,2013,9664,87,4882,Four or more years,Private for-profit
University of Phoenix-Las Vegas Campus,2008,9663,87,4872,Four or more years,Private for-profit
University of Phoenix-Las Vegas Campus,2009,9652,87,4866,Four or more years,Private for-profit
